SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.984775176,48,3,0.611077784,5000,9,0,1,0,0
0,0.251966301,33,0,0.41135446,8172,19,0,2,0,0
0,0.191967474,31,0,0.273612614,6468,7,0,1,0,0
1,0.884522578,78,3,423,2554,4,0,1,0,0
0,0.024118538,89,0,45,1159,8,0,0,0,0
0,0.015665519,56,0,0.24596216,6500,14,0,1,0,0
0,0.242344029,40,0,0.214795704,16666,12,0,1,0,3
0,0,58,0,0.897401732,1500,13,0,1,0,0
0,0.024919003,51,0,0.332537081,18000,10,0,2,0,2
1,0.833578359,52,0,0.083824821,7968,6,0,0,0,1
0,0,37,0,0.110782038,12492,4,0,1,0,3
1,0.982543641,44,1,737,1159,3,1,0,1,0
0,0.00091222,76,0,1330,2554,10,0,1,0,0
0,0.333992241,54,0,0.478541763,6500,12,0,2,0,0
0,0.024130845,76,0,0.016991504,2000,4,0,0,0,0
0,0.070803356,54,0,574,1159,10,0,0,0,0
0,0.486129859,75,0,1106,2554,3,0,1,0,0
0,0.232177135,46,0,928,2554,9,0,1,0,0
0,0.109654483,40,1,0.470468432,5400,10,0,2,0,3
0,0.9999999,67,0,0.729708117,2500,6,0,1,0,0
1,0.994637875,46,0,1.126213592,8960,9,0,4,0,0
0,0.097464806,54,0,0.557711388,18141,18,0,7,0,0
0,0.121272366,38,1,0.38845318,10582,11,0,3,2,3
0,0.109621574,54,0,2582,2554,4,0,1,0,0
0,0.949561313,49,1,0.568557639,12638,15,0,5,0,0
0,0.196204177,48,0,0.572518297,9700,18,0,2,0,2
0,0.012112392,57,0,0.449820072,2500,12,0,1,0,0
0,0,52,0,0.066214865,9000,5,0,0,0,0
0,0.284904355,39,1,3586,8311,11,0,2,0,0
0,0.373828271,41,0,0.404599233,6000,4,0,2,0,0
0,0.083031085,33,0,669,1159,7,0,0,0,0
0,0.062149815,46,1,0.135316699,2083,4,0,0,0,3
0,0.054589082,31,0,150,0,3,0,0,0,0
0,0.044530365,67,0,0.402313499,10200,8,0,3,0,1
1,1.099400327,45,1,4099,2554,17,0,1,1,0
0,0.511895184,46,0,0.288471708,3781,2,0,1,0,1
0,0.654211301,37,0,0.26991654,10543,10,0,3,0,0
1,0.975304278,44,0,2597,1159,10,1,0,0,0
0,0.001764602,46,0,1.459653317,1672,8,0,2,0,0
0,0,56,0,0.655955441,2333,12,0,2,0,0
0,0,57,0,0.795587011,2401,9,0,2,0,0
0,0.478340653,56,1,0.508850216,6722,9,0,1,0,0
0,0.031465574,64,0,0.210281426,13324,14,0,1,0,1
0,0,45,0,0.372876322,16833,12,0,3,0,4
0,0.156843157,25,0,0.253433208,800,3,0,0,0,0
0,0.00159996,93,0,0.000190458,10500,10,0,0,0,0
0,0.007466169,37,0,0.354250583,9433,7,0,2,0,2
0,0,66,0,0.232403165,2400,6,0,0,0,2
0,0.192402067,32,0,0.458075041,3064,8,0,1,0,0
0,0,38,0,0.684543602,9322,18,0,4,0,1
0,0.477911299,41,1,0.785150241,9750,19,0,2,0,2
0,0.088654374,39,0,0.471717969,3800,10,0,1,0,2
0,0.029119482,51,0,0.13861273,8750,10,0,1,0,1
0,0.221929257,61,0,0.343218927,3000,4,0,1,0,2
0,0.05776382,65,0,0.305017255,11300,13,0,1,0,0
0,0.235313586,44,0,8053,8311,13,0,2,0,0
0,0.311779215,44,0,1.133166726,2800,9,0,1,0,0
0,0.222099822,53,0,0.213196701,4000,4,0,1,0,0
0,0.25778982,79,0,550,2554,4,0,1,0,0
0,0.00069993,65,0,2,1159,6,0,0,0,0
0,0.087003797,64,1,0.259381607,7567,16,0,2,0,0
0,0.780382585,54,1,0.343547341,12335,10,0,2,0,3
0,0.9999999,25,0,0.107062238,3100,1,0,0,0,0
0,0.07939603,61,0,5281,8311,9,0,4,0,0
0,0.147188679,50,0,0.197206571,12600,7,0,1,0,3
0,0.35097686,35,0,1.594189316,3200,7,0,1,0,0
0,0.020877285,42,0,0.098066029,5118,5,0,0,0,5
0,0,84,0,0,5370,7,0,0,0,0
0,0.8187774,39,0,0.376962304,10000,7,0,2,0,3
0,0.221224532,67,0,2408,2554,16,0,1,0,2
0,0.711655393,49,1,0.48149995,10026,23,0,2,0,2
0,0.17824167,42,0,0.190567453,12000,5,0,1,0,4
0,0.014179457,46,0,0.493667511,7500,6,0,3,0,0
0,0.062875612,60,0,0.40251512,20833,14,0,4,0,2
0,0.05410892,45,0,64,1159,3,0,0,0,0
0,0.090707376,65,0,0.025576166,3557,10,0,0,0,0
0,0.07703698,42,0,0.284839395,8000,6,0,1,0,2
0,0,77,0,0,9476,5,0,0,0,0
0,0.016810915,89,0,0.005518234,4167,8,0,0,0,0
0,0.034411042,62,0,0.006194348,7748,7,0,0,0,0
0,0.9999999,29,0,0.642238508,1500,3,0,1,0,0
0,0.015249238,63,0,0.226220164,2806,3,0,1,0,0
0,0.019032814,52,0,0.915053092,1600,11,0,1,0,3
0,0.108920018,63,0,0.262440843,6972,7,0,2,0,0
0,0.013541605,89,0,0.084596669,5342,10,0,0,0,0
0,0.348922341,45,0,2598,2554,9,0,1,0,0
1,0.9999999,57,0,473,1159,2,0,0,1,2
1,0.009750346,49,0,0.0055666,2514,4,1,0,0,0
0,0.052678602,37,0,3279,8311,8,0,3,0,0
0,0.00623329,34,0,0.302985443,4052,6,0,2,0,0
0,0.903760492,61,0,0.308211027,10083,8,0,1,0,2
0,0.012984691,62,0,568,1159,13,0,0,0,0
0,0.104674043,69,0,0.347680034,4762,6,0,2,0,0
0,0.295072021,30,1,1.300606926,2800,10,0,2,0,0
0,0.055608109,64,0,0.242534793,7400,17,0,1,0,1
0,0.287054067,39,1,0.368283777,5750,15,0,2,0,0
0,0.9999999,71,0,802,2554,5,0,1,0,0
0,0.046106862,81,0,0.138504155,360,2,0,0,0,0
0,0.351430554,46,0,0.844631074,5000,10,0,1,0,3
0,0.9999999,66,0,0.046633911,11600,2,0,0,0,1
1,0.604276775,42,1,0.678264347,5000,17,0,1,1,2
0,0.704209175,53,1,0.20954736,9300,10,0,2,1,0
0,0.005278602,50,0,0.157463186,5975,13,0,1,0,0
0,0.006759323,70,0,0.554804442,2070,15,0,2,0,0
0,0.695781037,42,0,0.28953945,2800,9,0,0,0,0
0,0.9999999,80,0,0.178210603,9600,4,0,1,0,0
0,0.9999999,44,0,0.046500814,4300,1,1,0,0,0
0,0.480273068,45,0,0.04063267,11000,9,0,0,0,0
0,0.057472655,60,0,0.225834977,14700,9,0,2,0,0
0,0.829560586,39,0,0.125979003,6000,5,0,0,0,4
0,0.198538235,71,0,220,1159,9,0,0,0,0
0,0.971568854,45,0,0.719228077,10000,9,0,2,0,3
0,0.182369301,64,0,3519,8311,8,0,3,0,0
0,0.912267127,49,0,0.559007767,3990,9,0,1,0,1
0,0.018987875,37,0,0.611277744,5000,9,0,3,0,1
0,0.174540788,65,0,0.613486492,4700,8,0,2,0,0
0,0.959315448,46,1,1.107108082,3080,10,0,0,0,0
0,0.177700804,64,0,0.475378788,1583,7,0,1,0,3
0,0.092558147,43,0,0.133394664,25000,11,0,1,0,2
0,0.882208862,62,3,0.03755392,3940,9,0,0,0,0
0,0.013159039,59,0,0.287372014,10254,11,0,1,0,0
0,0.052915785,49,0,0.261736913,20000,6,0,1,0,2
0,0.200722771,42,0,0.347699214,4454,20,0,0,0,0
0,0.0936246,62,1,0.518959393,10416,12,0,3,0,1
0,0.00046031,48,0,9805,8311,15,0,5,0,0
0,0.290298646,65,0,515,1159,9,0,0,0,0
0,0.15759606,59,0,0.669891173,1653,4,0,1,0,0
0,0.054611444,68,0,96,1159,5,0,0,0,1
0,0.823549332,59,0,0.691972394,8258,17,0,3,0,0
0,0.807038592,29,0,0.828690808,1435,7,0,0,0,0
0,0.9999999,32,0,0,2500,2,0,0,0,0
0,0.152260897,68,0,0.090909091,6500,10,0,0,0,1
0,0.913087227,32,1,0.284252832,2736,11,0,0,2,0
0,0.83840139,51,1,0.295364238,3774,3,0,1,0,0
0,0.9999999,33,0,0.467508181,6416,3,0,2,0,0
0,0.02019899,45,0,0.200620476,2900,5,0,1,0,2
0,0.9999999,43,0,0.192859233,3416,3,0,0,0,2
0,0.188627783,48,0,0.650268336,4471,11,0,1,0,3
0,0.07822635,54,0,0.62728811,6500,15,0,3,0,1
0,0.139996185,58,1,0.627946606,14083,12,0,4,0,2
0,0.040757215,72,0,0.161858565,3916,10,0,1,0,0
0,0.078478329,67,0,0.268589036,17200,21,0,4,0,1
0,0.521173526,39,1,0.345356701,13750,13,0,2,0,3
0,0.9999999,38,0,0.519782888,7000,5,0,1,1,1
0,0.996780645,50,0,0.279170861,21853,9,0,2,0,4
0,0.486900873,60,2,0.005918759,37000,3,0,0,0,0
0,0.046753835,63,0,0.241269452,8160,17,0,2,0,0
0,0,31,0,0.205965672,6000,9,0,2,0,2
0,1.00159984,44,0,0.93601828,3500,8,0,1,2,0
0,0.218333573,76,0,940,1159,16,0,0,0,0
0,0.078811892,69,0,94,1159,5,0,0,0,0
0,0.438157807,44,0,0.164690505,10710,15,0,0,0,2
0,0.352988234,62,0,0.205806452,7749,6,0,1,0,0
0,0.423443417,55,0,18062,8311,24,0,2,0,2
0,0.290232337,75,3,0.257828542,7791,17,0,3,0,0
1,0.069844306,44,1,0.475931352,21500,20,1,3,0,2
0,0.389840948,57,0,0.354768981,3700,11,0,1,0,0
0,0.50406409,49,0,0.128931473,4800,4,0,0,0,0
0,0.503748126,29,0,0.161439869,3666,2,0,0,0,1
0,0,47,0,0.586525642,11250,8,0,2,0,1
0,0,65,0,0,5356,5,0,0,0,0
0,0.275132275,35,0,0.247469926,5236,9,0,1,0,2
0,0.141080982,38,0,0.190025312,10666,9,0,1,0,2
0,0.190944592,42,0,349,1159,6,0,0,0,0
1,0.286671886,80,0,0.69016373,8000,13,0,3,0,0
0,0.228143554,63,1,1.060612372,4800,15,0,3,0,0
0,0.908865822,30,0,0.333065003,4968,8,0,1,0,0
0,0.013532882,42,0,0.014394242,2500,1,0,0,0,0
0,0.9999999,46,1,49,1159,2,1,0,0,0
0,0.507702543,68,0,0.242709893,11350,5,0,1,0,1
0,0.908026472,43,0,0.898951138,3908,12,0,1,0,3
0,0.270169538,47,2,0.277459849,5416,13,0,0,0,0
0,0.021331911,37,0,0.303724098,6900,5,0,4,0,1
0,0.158178964,52,0,0.286856798,6626,6,0,1,0,0
0,0.161307564,59,1,0.4827452,7707,14,0,3,0,0
0,0.9999999,65,0,346,1159,3,0,0,0,0
0,0.016410121,58,0,0.421264275,12433,16,0,2,0,0
0,0.012887966,70,0,0.141314491,7500,14,0,1,0,0
0,0.456232718,70,0,0.709658068,1666,2,0,1,0,0
0,0,49,0,0.288285444,6333,10,0,1,0,4
0,0.783458305,24,0,0.106183635,1600,6,0,0,0,0
0,0.500051015,47,0,0.175608131,3000,5,0,0,0,0
0,0.088345744,56,0,0.524186257,4423,5,0,1,0,0
1,1.02365878,34,2,0.07556601,3400,5,0,0,2,2
0,0.618166526,46,0,0.109589041,4160,5,0,0,0,1
0,0.001486446,38,0,0.786378638,3332,6,0,1,0,2
0,0.729779386,64,1,0.233958868,30000,15,0,2,0,1
0,0.233776788,48,1,0.433427762,6000,9,0,2,0,2
0,0,70,0,0.167532987,2500,4,0,0,0,1
0,0.049977036,72,0,0.005832361,6000,2,0,0,0,0
0,0.577195225,58,0,0.558017004,8350,9,0,2,0,0
1,0.965206959,34,0,0.426416721,4640,9,0,1,0,0
0,0.973590293,56,1,0.092178771,1789,5,0,0,1,1
0,0.424590204,59,0,0.537378733,5256,5,0,1,0,0
0,0.014854645,76,0,0.014531549,2614,4,0,0,0,0
0,0.005709979,81,0,0.000217382,23000,4,0,0,0,0
1,0.725659293,41,0,0.432313495,4771,7,0,1,0,0
0,0.553055394,57,0,4144,8311,17,0,2,0,1
0,0.873708764,50,2,0.30462605,7500,10,0,1,3,0
0,0.257018579,61,0,0.723128599,4167,18,0,1,0,0
0,0.529173817,60,0,971,1159,12,0,0,0,0
1,0.9999999,56,0,0.007001167,2570,0,1,0,0,4
0,0.186200115,44,1,0.558384317,15200,29,0,4,0,3
0,0.066705554,30,0,0.052480525,2438,9,0,0,0,0
0,0.177793645,29,2,0.090646523,4500,3,0,0,0,3
0,0.774714038,53,0,0.371553885,14363,12,0,2,0,1
0,0,28,0,0.073308846,6533,8,0,1,0,0
0,0.145780051,27,0,1135,2554,4,0,1,0,0
0,0.923741225,51,1,0.396092909,6500,9,0,2,0,2
0,0.040877968,72,0,0.193518519,10799,12,0,1,0,0
0,0.01324595,55,0,0.005759539,4166,6,0,0,0,1
0,0.033123776,62,0,3505,2554,10,0,1,0,1
1,0.10046561,51,1,0.445230819,6216,12,0,2,0,1
0,0.017592963,25,0,0.681045752,764,3,0,0,0,0
0,1819,41,0,0.365954256,8000,5,0,1,0,0
0,0,57,0,1346,0,8,0,2,0,0
0,0.052468249,51,0,0.538227045,8200,6,0,2,0,1
0,0.124367227,40,0,0.332907892,4700,9,0,0,0,0
0,0.110179524,51,0,0.502142245,3500,14,0,1,0,0
0,0.766817308,66,0,0.346895075,1400,4,0,0,0,0
0,0.017186821,79,0,0.499464477,2800,8,0,1,0,0
1,0.238726369,58,0,0.332953683,7901,15,0,2,0,0
0,0.529324261,45,0,0.615907966,8083,13,0,2,0,1
0,0,35,0,0.963318478,2916,4,0,1,0,1
0,0.423224268,39,0,0.334514264,5362,13,0,0,0,4
0,0.099019298,68,0,0.036472717,10500,21,0,0,0,0
0,0.010873246,74,0,0.070041609,2883,7,0,0,0,0
1,0.179828735,45,1,0.169731685,3316,6,1,0,1,1
0,0.001527018,50,1,17.42063492,125,7,1,2,0,2
0,0.555364272,63,0,0.736815796,4000,15,0,1,0,0
0,0.548064919,67,1,0.715647524,4300,7,0,1,0,0
0,0.609245345,63,0,0.337709485,23688,18,0,2,0,3
0,0.155923954,53,0,4566,8311,9,0,2,0,0
0,0.188119654,40,2,4658,0,9,1,1,0,0
0,0.538606765,57,0,0.145332855,8366,6,0,0,0,1
0,0.9999999,51,0,644,1159,3,1,0,0,0
0,0.023662723,56,0,0.002855103,1400,2,0,0,0,1
0,0.065134255,60,0,0.485873736,8600,15,0,2,0,0
0,0.003889981,59,0,2488,8311,11,0,2,0,0
0,0.038941112,62,0,0.350402341,4100,13,0,2,0,0
0,0,61,0,0.173937256,5386,11,0,1,0,0
0,0.604828015,40,0,0.353182752,7791,10,0,2,0,0
0,0.074241044,39,1,0.105614358,4345,8,0,0,0,2
0,0.954162612,45,0,0.432021618,5920,11,0,0,0,4
0,0.229907561,62,0,0.393778303,5078,12,0,1,0,1
0,0.279039507,44,0,0.425148553,10433,13,0,2,0,5
0,0.005763532,63,0,0.557600545,2933,11,0,2,0,0
0,0,67,0,0.364019254,3323,4,0,1,0,0
0,0.683784979,61,0,0.56171914,2000,5,0,1,0,0
0,0.923415317,47,0,0.693461058,2400,9,1,2,1,3
0,0.958380202,65,4,0.44654498,1533,3,0,0,0,0
0,0.702686488,47,0,0.277550294,11233,5,0,1,0,5
0,0.547386957,36,0,0.611882288,1800,3,0,1,0,1
0,0.034226092,48,1,0.113928748,8083,10,0,0,0,2
0,0.011947794,37,0,0.301730921,5083,11,0,1,0,1
0,0.031918655,82,0,996,2554,15,0,1,0,0
0,0.783875453,56,1,1.030062394,3525,8,0,1,0,0
0,0,51,0,0.134932534,2000,8,0,0,0,0
0,0.024976971,58,0,0.354169005,8910,9,0,1,0,1
0,0.9999999,62,0,0.540645474,4120,3,0,2,0,1
0,0.003385023,77,1,0.00104462,6700,6,0,0,0,0
0,0.00577122,67,0,9,1159,8,0,0,0,0
0,0.9999999,57,6,0.61829436,7269,12,0,2,0,2
1,0.599077012,30,0,2306,2554,5,0,1,0,2
0,0.05997133,67,0,1712,2554,9,0,1,0,0
0,0.439404099,55,0,1186,1159,13,0,0,0,0
0,0.00277345,56,0,7351,8311,13,0,3,0,1
0,0.9999999,37,0,0.015992892,2250,0,0,0,0,0
0,0.652207038,87,0,1.088182517,3900,11,0,1,0,0
0,0.679860836,48,0,0.662079346,9300,13,0,1,0,0
0,0.988404638,47,0,0.614139491,4200,10,0,2,0,1
0,0,76,0,693,2554,5,0,1,0,0
0,0,45,0,313,1159,1,0,0,1,0
0,0.100210661,48,0,0.263827235,8334,5,0,1,0,2
0,0.819462752,33,0,0.380245417,6600,10,0,1,0,1
0,0.9999999,53,0,0.284075264,2178,3,0,0,1,3
0,0.673069936,59,1,0.436351706,7619,10,0,2,0,0
0,0.386976179,45,0,4095,8311,17,0,2,0,2
1,0.545804169,45,1,0.426038377,4116,3,4,1,0,0
0,0,23,0,0,1,1,0,0,0,0
0,0.130460233,50,0,1313,2554,6,0,1,0,0
0,0.699133597,54,0,0.356410897,4000,9,0,0,0,1
0,0.622771519,30,3,0.394499549,4435,7,0,1,0,1
0,0.045734197,45,0,1.019992003,2500,16,0,2,0,0
0,0.019210957,33,0,0.001285531,7000,2,0,0,0,0
0,0.057047148,67,0,0.215203901,4511,4,0,0,0,0
0,0.311072707,54,0,0.074721781,2515,6,0,0,0,1
0,0.27524929,30,0,0.174960236,4400,9,0,0,0,0
0,0.224073476,62,1,1851,8311,12,1,2,0,0
0,0.422357764,57,0,0.007512913,19166,2,0,0,0,2
0,1.051792829,40,1,444,1159,2,1,0,0,0
0,0,71,0,0,900,1,0,0,0,0
1,0.213299431,58,0,0.744167498,5014,16,0,2,0,0
0,0.363479558,42,0,870,1159,3,0,0,0,0
1,0.9999999,63,2,1031,0,7,2,2,0,0
0,0.052152672,72,0,382,1159,8,0,0,0,0
1,0.9999999,40,3,0.6109507,9350,9,0,4,0,1
0,0.9999999,47,0,0.0632806,1200,0,0,0,0,0
0,0.222364921,49,0,0.129486201,9166,4,0,1,0,7
0,0.087166402,29,0,0.341573439,5541,6,0,2,0,0
0,0.006344936,63,0,0.002166306,6000,8,0,0,0,0
0,0.47802363,58,1,0.231380592,7800,12,0,1,0,2
0,0.003545132,53,0,812,2554,2,0,1,0,0
0,0.094477859,73,0,0.114977005,5000,4,0,0,0,0
0,0.10899564,73,0,0.2402868,16317,6,0,2,0,1
0,0,74,0,0,2343,5,0,0,0,0
0,0.869252639,71,0,6.202185792,365,9,0,1,0,0
0,0.475649159,68,1,1.169886742,1500,13,0,1,0,0
1,0.820489156,26,0,0.475381155,4000,8,0,1,0,0
0,0.19381766,37,2,0.195315252,5677,8,0,1,0,0
0,0.068385521,56,0,97,1159,6,0,0,0,0
0,0.460635958,32,0,294,1159,5,0,0,0,0
0,0.9999999,35,0,16,1159,0,1,0,1,0
0,0.124462518,72,0,0.320234402,2900,9,0,1,0,0
0,0.018660989,54,0,0.194950912,12833,5,0,1,0,0
0,0,43,1,3668,8311,4,0,2,1,0
0,0.926574925,52,0,0.438071995,4916,6,0,1,0,1
0,0.010766308,60,0,0.073314535,3900,6,0,0,0,0
0,0.000266658,51,0,664,2554,7,0,1,0,0
0,0.65443924,60,0,0.391330433,6666,10,0,1,0,1
0,0,63,0,0.161207484,19080,7,0,1,0,1
0,0.184154176,63,0,0.01165681,11666,5,0,0,0,1
0,0.603634089,58,0,0.522947541,19500,22,0,2,0,0
0,0.598793842,27,0,0.206642066,541,7,0,0,0,0
0,0.301858687,49,0,3575,2554,11,0,1,0,2
0,0.023982765,94,0,154,2554,10,0,1,0,0
0,0.105064665,47,0,0.284914638,3572,6,0,1,0,2
0,0.071181679,71,0,0.288684336,6300,11,0,1,0,0
0,0.77263639,32,0,0.090909091,1957,2,0,0,1,2
0,0.9999999,41,0,0.422694549,5833,2,0,0,0,3
0,1.022279109,56,1,0.643698679,2800,6,0,0,0,1
0,0.341002653,69,0,0.355211797,6916,17,0,0,0,2
0,0.577796292,36,0,0.399645659,3950,7,0,0,0,5
1,0.852115073,59,3,0.969076719,6790,19,6,2,1,0
0,0.459454755,58,0,0.31779192,7227,9,0,1,0,0
0,0.9999999,43,0,0.27518188,13332,8,0,2,0,3
0,1.043189369,24,0,0.056572379,600,1,0,0,0,0
0,0.005904574,71,0,5,1159,2,0,0,0,0
0,0.126367102,63,0,0.275325978,1993,7,0,0,0,0
0,0.034423276,70,0,0.023795241,5000,10,0,0,0,0
0,0.139785424,69,0,0.258489921,14634,7,0,1,0,1
0,0.110502476,71,0,0.379578246,9009,22,0,1,0,1
1,1.053386979,45,3,0.86838978,3365,11,0,1,2,1
0,0.999257463,73,0,0.855211513,4585,11,0,2,0,1
0,0.9999999,29,0,0.114628457,3000,1,0,0,0,3
0,0.058533474,53,0,0.571972758,8662,10,0,3,0,2
0,0.025488322,46,0,0.111483655,8350,4,0,1,0,5
0,0.141638412,53,0,1.425858047,3000,9,0,2,0,0
0,0.085487989,75,0,0.042618742,3894,5,0,0,0,0
0,0.46674356,40,0,0.02184415,4760,6,0,0,0,2
0,0.274765223,23,1,0.037758831,820,3,0,0,0,0
0,0.015080978,81,0,975,2554,4,0,1,0,0
0,0.585518335,56,0,0.261797342,8200,10,0,1,0,0
0,0.819185605,57,3,0.438430605,9200,13,0,1,0,3
1,0.98960208,48,0,0.510638298,1973,1,1,0,1,0
0,0.690629411,50,0,0.664094019,5700,19,0,2,0,0
0,0.9999999,42,0,0.895964458,2700,7,0,1,0,2
0,0.032683599,44,0,0.330515408,11000,8,0,2,0,3
0,0.136049377,66,0,0.342069383,6600,11,0,1,0,1
0,0.218058295,64,0,0.013482633,4375,3,2,0,0,0
0,0.219050468,48,0,0.675284385,2900,8,0,1,0,0
0,0.76055263,73,2,0.368463154,10000,17,0,3,0,0
1,0.264662369,74,0,0.477178423,2650,11,0,0,0,0
0,0.284955995,33,0,0.620796219,5500,11,0,2,0,0
0,0.619059202,47,0,0.227840469,11608,24,0,0,0,0
0,0.465702819,74,0,0.121866295,4307,11,0,0,0,0
0,0.999955567,50,0,2316,2554,6,0,1,0,3
0,0.885909902,48,0,0.215456016,14220,11,0,1,0,2
0,0.873801807,32,0,0.375942163,6500,9,0,0,0,0
0,0.012432919,68,0,0.005235602,2100,1,0,0,0,2
0,0.002550968,50,0,0.24490068,7500,5,0,1,0,0
0,0.9999999,28,0,0,4826,0,0,0,0,0
0,0.9999999,47,0,0,7900,0,0,0,0,1
1,0.657476551,45,0,0.657208485,7400,10,0,2,0,1
0,0.08060099,63,0,2501,2554,9,0,1,0,1
0,0.198458697,36,0,0.239175258,5819,7,0,1,0,3
0,0,85,0,0,3400,5,0,0,0,0
0,0.09450011,58,0,0.205362511,8316,17,0,1,0,1
0,0.132192778,54,0,0.517096581,5000,13,0,1,0,1
0,0.14555204,68,0,0.242298533,13016,10,0,3,0,0
0,0.888388951,37,0,0.311930682,4500,7,0,0,0,0
0,0.384300039,52,0,1237,2554,9,0,1,0,2
0,0.205116492,65,1,128,1159,8,0,0,0,0
0,0.119102919,50,0,0.24010132,7500,10,0,1,0,0
0,0.008561137,78,0,0.004346314,5751,14,0,0,0,0
0,0,40,0,0.265091864,5333,5,0,1,0,1
0,0.002448234,48,0,4,0,4,0,0,0,0
0,0.040579105,61,0,0.469626519,6666,13,0,4,0,0
0,0.053028696,65,0,0.462244405,6210,10,0,2,0,0
0,0.717352177,32,0,0.554983338,3300,4,0,1,0,1
0,0.02236689,79,0,32,1159,6,0,0,0,0
0,0.00024927,46,0,0.215434084,12439,14,0,4,0,2
0,0.055629058,85,0,66,1159,6,0,0,0,0
0,0.009951439,68,0,0.210773312,4900,11,0,1,0,0
0,0.9999999,55,0,0,8200,0,0,0,0,0
0,0.192693193,63,0,664,2554,9,0,1,0,5
0,0.101484399,23,1,0.012180268,820,2,0,0,0,0
0,0.532803733,73,1,0.680329918,4000,13,0,2,0,1
0,0.251441135,49,0,0.282137456,5950,12,0,1,0,1
0,0.168244636,58,1,0.406734858,8700,13,0,1,0,0
0,0.020423788,42,0,0.416226253,7000,11,0,2,0,1
0,0.359925484,66,1,0.778493668,4500,11,0,3,0,1
0,1.123752495,35,2,1929,2554,5,2,1,1,0
0,0.006260182,44,0,0.154223667,16300,22,0,1,0,2
0,0.264341628,53,0,1.968812475,2500,13,0,2,0,2
0,0.40047415,68,0,0.541221374,2619,7,0,0,0,0
0,0.812476953,57,0,1273,1159,21,0,0,0,0
0,0.122225124,51,0,0.60255418,2583,6,0,0,0,2
0,0,56,0,0.206141395,4200,4,0,0,0,2
0,0.854559384,63,0,0.548901054,12238,12,0,2,0,0
0,0.999600948,40,2,0.549841032,10693,16,0,2,0,2
0,0.005808595,67,0,0.393694733,2600,7,0,1,0,0
0,0.223530906,41,0,19378,8311,19,0,6,0,0
0,0.055462969,50,0,0.057698338,3188,2,0,0,0,1
1,1.012422988,54,2,6659,8311,15,0,2,0,1
1,0.9999999,35,0,637,1159,2,1,0,0,0
0,0.479038508,54,0,0.614335801,7700,6,0,1,0,2
0,0.025618438,70,0,568,1159,6,0,0,0,0
0,0.014759743,64,0,31,0,7,0,0,0,0
0,0.429791241,32,0,0.175584748,3120,6,0,0,0,0
0,0.749051452,57,0,0.972131148,3049,7,0,2,0,3
0,3.23E-05,60,1,0.056588682,5000,15,0,0,1,0
0,0.108762495,35,0,0.402757903,7686,8,0,2,0,1
0,0.9999999,51,0,0,1445,1,0,0,0,0
0,0,80,0,0.275517488,1400,3,0,1,0,0
0,0.140826172,45,0,0.130386961,10000,9,0,0,0,3
0,0.00219279,69,2,0.428106255,5834,4,0,1,0,0
0,0.04075837,30,0,0.040816327,6614,4,0,0,0,0
1,0.950170819,62,3,0.54810475,14166,14,0,1,2,1
0,0.041265225,51,1,0.288825419,2800,7,0,0,0,0
0,0,40,0,0.219134828,3166,5,0,1,0,1
0,0.039309099,50,1,101,1159,10,0,0,0,0
0,0.0155669,72,0,0.188896568,4340,7,0,1,0,1
0,0.002899952,61,0,3984,8311,11,0,2,0,0
0,0.421157893,41,0,0.304702901,3550,8,0,0,0,0
0,0.154246538,43,1,3077,2554,18,0,1,0,2
1,0.9999999,31,1,0.294856601,4218,4,1,0,0,2
0,0.041149208,65,0,205,2554,11,0,1,0,0
0,0.377915278,51,0,0.061148228,8830,5,0,0,0,1
0,0.217856948,49,0,0.115891532,6600,7,0,2,0,1
0,0.947293244,35,0,0.021997556,9000,1,0,0,0,0
0,0,70,0,0.329355609,2094,4,0,1,0,0
0,0.350459023,61,0,0.137498705,9650,8,0,0,0,0
1,0.252603351,49,0,0.454280358,4800,16,0,2,0,2
0,0.156160649,54,0,0.320964126,8919,11,0,2,0,0
0,0.175304116,35,0,0.175343607,2400,2,0,0,0,1
0,0.53106169,58,0,0.381146128,14500,23,0,2,0,0
0,0.234485093,38,0,0.56275498,8333,7,0,2,0,0
0,0.003528384,69,0,365,1159,11,0,0,0,0
0,0,76,0,0,3621,2,0,0,0,0
0,0.387876411,65,0,0.588189386,7687,12,0,2,0,0
0,0.136321973,38,0,0.318779459,4030,5,0,1,0,0
0,0.9999999,35,0,0.312165405,5416,1,0,1,0,2
0,0.026401044,27,0,0.009560229,1568,3,0,0,0,0
0,0.047108055,59,0,0.108338405,11500,7,0,2,0,1
0,0.975817703,38,0,0.172235555,5416,11,0,0,0,0
0,0.026728225,33,0,0.202616415,6420,11,0,1,0,0
0,0,45,0,0.382065046,3166,7,0,1,0,3
0,0.681031897,45,0,0.483425807,7028,9,0,2,0,5
0,0.100094995,70,0,0.325173986,4166,5,0,2,0,0
0,0.15790065,51,0,0.219458988,4583,13,0,0,0,1
1,0.464811558,46,0,0.581492637,5975,7,0,3,0,2
0,0.9999999,74,0,0.227502647,8500,4,0,2,0,0
